"Inoculum","Carbon_Source","Family","Replicate","sum_relab","Family_type"
1,"glutamine","Sphingobacteriaceae",1,0.004174784,"Other"
1,"glutamine","Xanthomonadaceae",1,0.008813434,"Other"
1,"glutamine","Alcaligenaceae",2,0.000742184,"Other"
1,"glutamine","Brucellaceae",2,0.000278319,"Other"
1,"glutamine","Enterococcaceae",2,0.004174784,"Other"
1,"glutamine","Lachnospiraceae",2,0.000371092,"Other"
1,"glutamine","Micrococcaceae",2,0.000371092,"Other"
1,"glutamine","Oxalobacteraceae",2,0.008906207,"Other"
1,"glutamine","Sphingobacteriaceae",2,0.008349568,"Other"
1,"glutamine","Sphingomonadaceae",2,0.000371092,"Other"
1,"glutamine","Alcaligenaceae",3,0.003154281,"Other"
1,"glutamine","Moraxellaceae",3,0.007050747,"Other"
1,"glutamine","Sphingobacteriaceae",3,0.002226552,"Other"
1,"glutamine","Enterococcaceae",4,0.007329066,"Other"
1,"glutamine","Moraxellaceae",4,0.002226552,"Other"
1,"glutamine","Xanthomonadaceae",4,0.003339827,"Other"
1,"glycerol","Oxalobacteraceae",1,0.000834957,"Other"
1,"glycerol","Pseudomonadaceae",1,0.005566379,"Other"
1,"glycerol","Rhizobiaceae",1,0.000834957,"Other"
1,"glycerol","Alcaligenaceae",2,0.000463865,"Other"
1,"glycerol","Comamonadaceae",2,0.000463865,"Other"
1,"glycerol","Rhizobiaceae",2,0.000742184,"Other"
1,"glycerol","Alcaligenaceae",3,0.000834957,"Other"
1,"glycerol","Comamonadaceae",3,0.000278319,"Other"
1,"glycerol","Oxalobacteraceae",3,0.002226552,"Other"
1,"glycerol","Rhizobiaceae",3,0.000556638,"Other"
1,"glycerol","Alcaligenaceae",4,0.000742184,"Other"
1,"glycerol","Comamonadaceae",4,0.000185546,"Other"
1,"glycerol","Oxalobacteraceae",4,0.00528806,"Other"
1,"glycerol","Rhizobiaceae",4,0.000834957,"Other"
1,"glycine","Alcaligenaceae",1,0.008906207,"Other"
1,"glycine","Chitinophagaceae",1,0.000185546,"Other"
1,"glycine","Lachnospiraceae",1,0.006308563,"Other"
1,"glycine","Moraxellaceae",1,0.001391595,"Other"
1,"glycine","Oxalobacteraceae",1,0.000556638,"Other"
1,"glycine","Xanthomonadaceae",1,0.004916969,"Other"
1,"glycine","Cellulomonadaceae",2,0.000185546,"Other"
1,"glycine","Enterococcaceae",2,0.000649411,"Other"
1,"glycine","Moraxellaceae",2,0.009462844,"Other"
1,"glycine","Oxalobacteraceae",2,0.001113276,"Other"
1,"glycine","Sphingobacteriaceae",2,0.000185546,"Other"
1,"glycine","Brucellaceae",3,0.000556638,"Other"
1,"glycine","Comamonadaceae",3,0.005380834,"Other"
1,"glycine","Enterobacteriaceae",3,0.007236294,"Other"
1,"glycine","Moraxellaceae",3,0.000834957,"Other"
1,"glycine","Sphingobacteriaceae",3,0.001206049,"Other"
1,"glycine","Xanthomonadaceae",3,0.003154282,"Other"
1,"ribose","Brucellaceae",1,9.28e-05,"Other"
1,"ribose","Comamonadaceae",1,0.002226552,"Other"
1,"ribose","Moraxellaceae",1,0.003803693,"Other"
1,"ribose","Oxalobacteraceae",1,0.002041006,"Other"
1,"ribose","Xanthomonadaceae",1,0.001391595,"Other"
1,"ribose","Comamonadaceae",2,0.000463865,"Other"
1,"ribose","Flavobacteriaceae",2,9.28e-05,"Other"
1,"ribose","Moraxellaceae",2,0.002968736,"Other"
1,"ribose","Oxalobacteraceae",2,0.002041006,"Other"
1,"ribose","Rhizobiaceae",2,0.000185546,"Other"
1,"ribose","Alcaligenaceae",3,0.000834957,"Other"
1,"ribose","Comamonadaceae",3,0.000649411,"Other"
1,"ribose","Flavobacteriaceae",3,0.001113276,"Other"
1,"ribose","Moraxellaceae",3,0.001948233,"Other"
1,"ribose","Oxalobacteraceae",3,0.003339827,"Other"
1,"ribose","Pseudomonadaceae",3,0.00371092,"Other"
1,"ribose","Rhizobiaceae",3,0.000371092,"Other"
1,"ribose","Sphingobacteriaceae",3,0.000463865,"Other"
1,"ribose","Alcaligenaceae",4,0.00092773,"Other"
1,"ribose","Comamonadaceae",4,0.00899898,"Other"
1,"ribose","Flavobacteriaceae",4,0.005102514,"Other"
1,"ribose","Moraxellaceae",4,0.003432601,"Other"
1,"ribose","Oxalobacteraceae",4,0.0034326,"Other"
1,"ribose","Xanthomonadaceae",4,0.000834957,"Other"
1,"succinate","Alcaligenaceae",1,0.001391595,"Other"
1,"succinate","Brucellaceae",1,0.00436033,"Other"
1,"succinate","Caulobacteraceae",1,0.0034326,"Other"
1,"succinate","Enterococcaceae",1,0.001020503,"Other"
1,"succinate","Moraxellaceae",1,0.008442342,"Other"
1,"succinate","Oxalobacteraceae",1,0.000371092,"Other"
1,"succinate","Alcaligenaceae",2,0.001948233,"Other"
1,"succinate","Caulobacteraceae",2,0.000463865,"Other"
1,"succinate","Chitinophagaceae",2,0.000185546,"Other"
1,"succinate","Enterococcaceae",2,0.000556638,"Other"
1,"succinate","Flavobacteriaceae",2,0.001948233,"Other"
1,"succinate","Moraxellaceae",2,0.004916968,"Other"
1,"succinate","Oxalobacteraceae",2,0.007329066,"Other"
1,"succinate","Sphingobacteriaceae",2,0.001948233,"Other"
1,"succinate","Alcaligenaceae",3,0.001113276,"Other"
1,"succinate","Brucellaceae",3,0.002690417,"Other"
1,"succinate","Enterococcaceae",3,0.000278319,"Other"
1,"succinate","Flavobacteriaceae",3,0.000463865,"Other"
1,"succinate","Lachnospiraceae",3,0.000371092,"Other"
1,"succinate","Oxalobacteraceae",3,0.00436033,"Other"
1,"succinate","Sphingobacteriaceae",3,0.001020503,"Other"
1,"succinate","Caulobacteraceae",4,0.000278319,"Other"
1,"succinate","Enterococcaceae",4,0.000742184,"Other"
1,"succinate","Flavobacteriaceae",4,0.000834957,"Other"
1,"succinate","Oxalobacteraceae",4,0.001669914,"Other"
1,"succinate","Sphingobacteriaceae",4,0.002690417,"Other"
2,"benzoate","Aeromonadaceae",1,0.000649411,"Other"
2,"benzoate","Brucellaceae",1,0.000185546,"Other"
2,"benzoate","Comamonadaceae",1,0.000742184,"Other"
2,"benzoate","Enterobacteriaceae",1,0.002875963,"Other"
2,"benzoate","Flavobacteriaceae",1,0.003710919,"Other"
2,"benzoate","Lachnospiraceae",1,0.000556638,"Other"
2,"benzoate","Comamonadaceae",2,0.000185546,"Other"
2,"benzoate","Enterobacteriaceae",2,0.002041006,"Other"
2,"benzoate","Flavobacteriaceae",2,0.001484368,"Other"
2,"benzoate","Moraxellaceae",2,0.002133779,"Other"
2,"benzoate","Rhizobiaceae",2,0.001113276,"Other"
2,"benzoate","Aeromonadaceae",3,9.28e-05,"Other"
2,"benzoate","Comamonadaceae",3,0.00278319,"Other"
2,"benzoate","Enterobacteriaceae",3,0.002412098,"Other"
2,"benzoate","Flavobacteriaceae",3,0.005751925,"Other"
2,"benzoate","Lachnospiraceae",3,0.002504871,"Other"
2,"benzoate","Moraxellaceae",3,0.006957974,"Other"
2,"benzoate","Sphingomonadaceae",3,0.000185546,"Other"
2,"benzoate","Enterobacteriaceae",4,0.001669914,"Other"
2,"benzoate","Lachnospiraceae",4,0.005380833,"Other"
2,"benzoate","Rhizobiaceae",4,0.000278319,"Other"
2,"benzoate","Sphingobacteriaceae",4,0.006123017,"Other"
2,"benzoate","Sphingomonadaceae",4,0.000185546,"Other"
2,"cellobiose","Moraxellaceae",1,0.000834957,"Other"
2,"cellobiose","Rhizobiaceae",1,9.28e-05,"Other"
2,"cellobiose","Lachnospiraceae",2,0.000185546,"Other"
2,"cellobiose","Moraxellaceae",2,0.001484368,"Other"
2,"cellobiose","Pseudomonadaceae",2,0.00092773,"Other"
2,"cellobiose","Rhizobiaceae",2,0.000463865,"Other"
2,"cellobiose","Aeromonadaceae",3,0.000185546,"Other"
2,"cellobiose","Moraxellaceae",3,0.002968736,"Other"
2,"cellobiose","Pseudomonadaceae",3,0.004731423,"Other"
2,"cellobiose","Rhizobiaceae",3,0.000556638,"Other"
2,"cellobiose","Alcaligenaceae",4,0.000185546,"Other"
2,"cellobiose","Moraxellaceae",4,0.001577141,"Other"
2,"cellobiose","Pseudomonadaceae",4,0.001577195,"Other"
2,"cellobiose","Rhizobiaceae",4,9.28e-05,"Other"
2,"fructose","Aeromonadaceae",1,9.28e-05,"Other"
2,"fructose","Moraxellaceae",1,0.000278319,"Other"
2,"fructose","Pseudomonadaceae",1,0.000185546,"Other"
2,"fructose","Rhizobiaceae",1,0.000185546,"Other"
2,"fructose","Comamonadaceae",2,0.000278319,"Other"
2,"fructose","Moraxellaceae",2,0.001020503,"Other"
2,"fructose","Pseudomonadaceae",2,0.000185546,"Other"
2,"fructose","Rhizobiaceae",2,0.000185546,"Other"
2,"fructose","Comamonadaceae",3,0.000185546,"Other"
2,"fructose","Moraxellaceae",3,0.000649411,"Other"
2,"fructose","Pseudomonadaceae",3,0.000556638,"Other"
2,"fructose","Rhizobiaceae",3,0.000278319,"Other"
2,"fructose","Flavobacteriaceae",4,0.000278319,"Other"
2,"fructose","Lachnospiraceae",4,0.001206049,"Other"
2,"fructose","Moraxellaceae",4,0.002412098,"Other"
2,"fructose","Pseudomonadaceae",4,0.001577141,"Other"
2,"fructose","Rhizobiaceae",4,0.001206049,"Other"
2,"fumarate","Alcaligenaceae",1,0.002504871,"Other"
2,"fumarate","Brucellaceae",1,0.001484368,"Other"
2,"fumarate","Clostridiaceae_1",1,0.000556638,"Other"
2,"fumarate","Comamonadaceae",1,0.006586882,"Other"
2,"fumarate","Lachnospiraceae",1,0.003525373,"Other"
2,"fumarate","Rhizobiaceae",1,0.000556638,"Other"
2,"fumarate","Rhodospirillaceae",1,0.002041006,"Other"
2,"fumarate","Sphingobacteriaceae",1,0.003618146,"Other"
2,"fumarate","Xanthomonadaceae",1,0.005195287,"Other"
2,"fumarate","Aeromonadaceae",2,0.000556638,"Other"
2,"fumarate","Alcaligenaceae",2,0.002875963,"Other"
2,"fumarate","Brucellaceae",2,0.000463865,"Other"
2,"fumarate","Clostridiaceae_1",2,0.002226552,"Other"
2,"fumarate","Comamonadaceae",2,0.003896492,"Other"
2,"fumarate","Lachnospiraceae",2,0.002133779,"Other"
2,"fumarate","Moraxellaceae",2,0.005380833,"Other"
2,"fumarate","Rhizobiaceae",2,0.002968736,"Other"
2,"fumarate","Rhodospirillaceae",2,9.28e-05,"Other"
2,"fumarate","Sphingobacteriaceae",2,0.009741163,"Other"
2,"fumarate","Alcaligenaceae",3,0.001391595,"Other"
2,"fumarate","Brucellaceae",3,0.000834957,"Other"
2,"fumarate","Clostridiaceae_1",3,0.000834957,"Other"
2,"fumarate","Comamonadaceae",3,0.009462845,"Other"
2,"fumarate","Lachnospiraceae",3,0.004082012,"Other"
2,"fumarate","Rhizobiaceae",3,0.002041033,"Other"
2,"fumarate","Rhodospirillaceae",3,0.008813434,"Other"
2,"fumarate","Xanthomonadaceae",3,0.004916968,"Other"
2,"fumarate","Alcaligenaceae",4,0.001206049,"Other"
2,"fumarate","Clostridiaceae_1",4,0.000742184,"Other"
2,"fumarate","Comamonadaceae",4,0.003989239,"Other"
2,"fumarate","Lachnospiraceae",4,0.002226579,"Other"
2,"fumarate","Rhizobiaceae",4,0.001298822,"Other"
2,"fumarate","Rhodospirillaceae",4,0.002690417,"Other"
2,"fumarate","Xanthomonadaceae",4,0.001577141,"Other"
2,"glucose","Flavobacteriaceae",1,0.000463865,"Other"
2,"glucose","Moraxellaceae",1,0.003710919,"Other"
2,"glucose","Pseudomonadaceae",1,0.002412098,"Other"
2,"glucose","Rhizobiaceae",1,0.000185546,"Other"
2,"glucose","Flavobacteriaceae",2,0.000463865,"Other"
2,"glucose","Moraxellaceae",2,0.00436033,"Other"
2,"glucose","Pseudomonadaceae",2,0.001484368,"Other"
2,"glucose","Rhizobiaceae",2,0.000185546,"Other"
2,"glucose","Moraxellaceae",3,0.000556638,"Other"
2,"glucose","Pseudomonadaceae",3,9.28e-05,"Other"
2,"glucose","Moraxellaceae",4,0.000463865,"Other"
2,"glucose","Pseudomonadaceae",4,0.000556665,"Other"
2,"glutamine","Aeromonadaceae",1,0.000371092,"Other"
2,"glutamine","Comamonadaceae",1,0.007421839,"Other"
2,"glutamine","Enterobacteriaceae",1,0.006679655,"Other"
2,"glutamine","Flavobacteriaceae",1,0.006494109,"Other"
2,"glutamine","Lachnospiraceae",1,0.001669914,"Other"
2,"glutamine","Brucellaceae",2,0.000649411,"Other"
2,"glutamine","Flavobacteriaceae",2,0.006494109,"Other"
2,"glutamine","Lachnospiraceae",2,0.001020503,"Other"
2,"glutamine","Brucellaceae",3,0.002875963,"Other"
2,"glutamine","Enterobacteriaceae",3,0.001669914,"Other"
2,"glutamine","Flavobacteriaceae",3,0.003339827,"Other"
2,"glutamine","Lachnospiraceae",3,0.001762687,"Other"
2,"glutamine","Sphingobacteriaceae",3,0.000185546,"Other"
2,"glutamine","Aeromonadaceae",4,0.000556638,"Other"
2,"glutamine","Brucellaceae",4,0.004731422,"Other"
2,"glutamine","Comamonadaceae",4,0.002133779,"Other"
2,"glutamine","Enterobacteriaceae",4,0.000463865,"Other"
2,"glutamine","Lachnospiraceae",4,0.00092773,"Other"
2,"glutamine","Sphingobacteriaceae",4,0.000371092,"Other"
2,"glycerol","Pseudomonadaceae",1,0.000556638,"Other"
2,"glycerol","Rhizobiaceae",1,9.28e-05,"Other"
2,"glycerol","Pseudomonadaceae",4,9.28e-05,"Other"
2,"glycine","Clostridiaceae_1",1,0.000278319,"Other"
2,"glycine","Comamonadaceae",1,0.000649411,"Other"
2,"glycine","Enterobacteriaceae",1,0.004267558,"Other"
2,"glycine","Lachnospiraceae",1,0.001391595,"Other"
2,"glycine","Moraxellaceae",1,0.000556638,"Other"
2,"glycine","Rhizobiaceae",1,0.000371092,"Other"
2,"glycine","Xanthomonadaceae",1,0.003803693,"Other"
2,"glycine","Comamonadaceae",2,0.000556638,"Other"
2,"glycine","Lachnospiraceae",2,0.002690417,"Other"
2,"glycine","Moraxellaceae",2,0.001298822,"Other"
2,"glycine","Xanthomonadaceae",2,0.003896466,"Other"
2,"glycine","Clostridiaceae_1",3,0.004545876,"Other"
2,"glycine","Comamonadaceae",3,0.00278319,"Other"
2,"glycine","Enterobacteriaceae",3,0.005288061,"Other"
2,"glycine","Lachnospiraceae",3,0.007978477,"Other"
2,"glycine","Moraxellaceae",3,0.001020503,"Other"
2,"glycine","Rhizobiaceae",3,0.000742184,"Other"
2,"glycine","Xanthomonadaceae",3,0.005473606,"Other"
2,"ribose","Moraxellaceae",1,0.000834957,"Other"
2,"ribose","Pseudomonadaceae",1,0.000649411,"Other"
2,"ribose","Moraxellaceae",2,0.001298822,"Other"
2,"ribose","Pseudomonadaceae",2,0.00185546,"Other"
2,"ribose","Xanthomonadaceae",2,0.000185546,"Other"
2,"ribose","Moraxellaceae",3,0.001206049,"Other"
2,"ribose","Pseudomonadaceae",3,0.001484395,"Other"
2,"ribose","Moraxellaceae",4,0.001391595,"Other"
2,"ribose","Pseudomonadaceae",4,0.001948233,"Other"
2,"succinate","Aeromonadaceae",1,0.000371092,"Other"
2,"succinate","Comamonadaceae",1,0.000185546,"Other"
2,"succinate","Lachnospiraceae",1,0.001298822,"Other"
2,"succinate","Aeromonadaceae",2,0.000556638,"Other"
2,"succinate","Alcaligenaceae",2,0.000278319,"Other"
2,"succinate","Chitinophagaceae",2,0.000371092,"Other"
2,"succinate","Comamonadaceae",2,0.002226552,"Other"
2,"succinate","Flavobacteriaceae",2,0.001577141,"Other"
2,"succinate","Lachnospiraceae",2,0.001113276,"Other"
2,"succinate","Xanthomonadaceae",2,0.001206049,"Other"
2,"succinate","Comamonadaceae",3,0.006030244,"Other"
2,"succinate","Flavobacteriaceae",3,9.28e-05,"Other"
2,"succinate","Gammaproteobacteria.3",3,0.000278319,"Other"
2,"succinate","Lachnospiraceae",3,0.00092773,"Other"
2,"succinate","Aeromonadaceae",4,0.000278319,"Other"
2,"succinate","Flavobacteriaceae",4,9.28e-05,"Other"
2,"succinate","Lachnospiraceae",4,0.000834957,"Other"
2,"succinate","Xanthomonadaceae",4,0.000556638,"Other"
