"Inoculum","Family","CS_duo","CS_type_duo","CS1","CS2","ab_obs_mean","ab_obs_se","ab_pred_mean","ab_pred_se"
1,"Comamonadaceae","glucose_glycerol","SS","glucose","glycerol",0,0,0.00034260388,5.19763896804127e-05
1,"Comamonadaceae","glucose_glycine","SA","glucose","glycine",0.00296874433333333,0.00146783837093602,0.0121134748333333,0.00284402253749331
1,"Comamonadaceae","glucose_ribose","SS","glucose","ribose",0,0,0.001626345875,0.00041375144982761
1,"Comamonadaceae","succinate_benzoate","AA","succinate","benzoate",0.00085815,0.000768183159730477,0.065194488625,0.0154526339088033
1,"Comamonadaceae","succinate_cellobiose","SA","succinate","cellobiose",9.2773e-05,9.2773e-05,0.0461552994375,0.0111675369417419
1,"Comamonadaceae","succinate_fructose","SA","succinate","fructose",0,0,0.0454024455625,0.0110099447872025
1,"Comamonadaceae","succinate_fumarate","AA","succinate","fumarate",0.02430652225,0.00435176832827194,0.044003946625,0.00914908236630137
1,"Comamonadaceae","succinate_glutamine","AA","succinate","glutamine",0.001020503,0.000374937615664704,0.140727023125,0.0119126102026196
1,"Comamonadaceae","succinate_glycerol","SA","succinate","glycerol",0,0,0.0515352770625,0.0124659034215084
1,"Comamonadaceae","succinate_glycine","AA","succinate","glycine",0.066270835,0.0624208082065143,0.0685970226666667,0.0158298354489161
1,"Comamonadaceae","succinate_ribose","SA","succinate","ribose",0.00097413,0.000557274767782764,0.0534234103125,0.0125809254045613
1,"Enterobacteriaceae","glucose_benzoate","SA","glucose","benzoate",0.48123666375,0.01373345095211,0.6743953514375,0.015085140429152
1,"Enterobacteriaceae","glucose_cellobiose","SS","glucose","cellobiose",0.9982837,0.000568746911508538,0.986578289625,0.00257070605052336
1,"Enterobacteriaceae","glucose_fructose","SS","glucose","fructose",0.99909546325,0.000102854998187072,0.986265539125,0.00242069899868371
1,"Enterobacteriaceae","glucose_fumarate","SA","glucose","fumarate",0.63663141275,0.0358666159554098,0.485301101625,0.00297845993882055
1,"Enterobacteriaceae","glucose_glutamine","SA","glucose","glutamine",0.7388672485,0.0700727819832939,0.5124168745625,0.00602123215555967
1,"Enterobacteriaceae","glucose_glycerol","SS","glucose","glycerol",0.997193617,0.00141934362252986,0.9804198363125,0.00287065990269287
1,"Enterobacteriaceae","glucose_glycine","SA","glucose","glycine",0.892043170333333,0.0527305769744263,0.599915541,0.00392971323897508
1,"Enterobacteriaceae","glucose_ribose","SS","glucose","ribose",0.94104276825,0.0573803285770872,0.949995915375,0.00835152487181052
1,"Enterobacteriaceae","succinate_benzoate","AA","succinate","benzoate",0.01071528025,0.00242440613310354,0.062648998875,0.0080682089533035
1,"Enterobacteriaceae","succinate_cellobiose","SA","succinate","cellobiose",0.77808702175,0.0242413106006362,0.57567808175,0.00740722920058573
1,"Enterobacteriaceae","succinate_fructose","SA","succinate","fructose",0.82943686825,0.0859114108876734,0.5815247613125,0.00694185232658149
1,"Enterobacteriaceae","succinate_fumarate","AA","succinate","fumarate",0.05849336675,0.00602554406125756,0.1294458940625,0.00454284283792246
1,"Enterobacteriaceae","succinate_glutamine","AA","succinate","glutamine",0.1096576685,0.0124747186433962,0.048238811,0.00588573228446859
1,"Enterobacteriaceae","succinate_glycerol","SA","succinate","glycerol",0.93617218625,0.0254480824968423,0.516600621,0.00738704973407178
1,"Enterobacteriaceae","succinate_glycine","AA","succinate","glycine",0.012864521,0.00297324176127472,0.0659697049166667,0.00938095666241049
1,"Enterobacteriaceae","succinate_ribose","SA","succinate","ribose",0.8152426015,0.0329945155282394,0.479449158375,0.0100898318345951
1,"Enterococcaceae","glucose_benzoate","SA","glucose","benzoate",0.00053344475,0.000335300925621392,0.0040116410625,0.00044145700990263
1,"Enterococcaceae","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.00168674125833333,0.000385202496807338
1,"Enterococcaceae","glucose_fructose","SS","glucose","fructose",0,0,4.48304375e-05,1.75614959232549e-07
1,"Enterococcaceae","glucose_fumarate","SA","glucose","fumarate",0.0039892385,0.00186509854038308,0.00021421525,8.76412878957924e-05
1,"Enterococcaceae","glucose_glutamine","SA","glucose","glutamine",0.00582150475,0.00181575113891503,0.0047148656875,0.000526808663597007
1,"Enterococcaceae","glucose_glycerol","SS","glucose","glycerol",0,0,5.0836475e-05,2.0532092627849e-07
1,"Enterococcaceae","glucose_glycine","SA","glucose","glycine",0,0,0.0001785298875,4.69764752961539e-05
1,"Enterococcaceae","glucose_ribose","SS","glucose","ribose",0,0,5.13015e-05,5.97192762610437e-07
1,"Enterococcaceae","succinate_benzoate","AA","succinate","benzoate",0.00533444675,0.0011528388408584,0.004750874375,0.000507221093946474
1,"Enterococcaceae","succinate_cellobiose","SA","succinate","cellobiose",0.00085815025,0.000121994437279858,0.001605549625,0.000367688992252951
1,"Enterococcaceae","succinate_fructose","SA","succinate","fructose",0.00044067175,9.56282195513568e-05,0.00028185975,2.64838552202878e-05
1,"Enterococcaceae","succinate_fumarate","AA","succinate","fumarate",0.00025512575,9.56282195513568e-05,0.0004352978125,9.50775175808411e-05
1,"Enterococcaceae","succinate_glutamine","AA","succinate","glutamine",0,0,0.0052908175,0.000563845446549326
1,"Enterococcaceae","succinate_glycerol","SA","succinate","glycerol",0.000487065,0.000317724981358354,0.0003235859375,3.08979703810877e-05
1,"Enterococcaceae","succinate_glycine","AA","succinate","glycine",0,0,0.000451392333333333,5.81722248501826e-05
1,"Enterococcaceae","succinate_ribose","SA","succinate","ribose",0,0,0.00032689525,3.13950117232685e-05
1,"Flavobacteriaceae","glucose_benzoate","SA","glucose","benzoate",0.00013916625,0.000110421011613412,0.062549188375,0.00371462575621493
1,"Flavobacteriaceae","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.000321445475,7.73694328103335e-05
1,"Flavobacteriaceae","glucose_fructose","SS","glucose","fructose",0,0,0.0004880515875,9.8385539209207e-05
1,"Flavobacteriaceae","glucose_fumarate","SA","glucose","fumarate",0,0,0.002081131375,0.000388524247894987
1,"Flavobacteriaceae","glucose_glutamine","SA","glucose","glutamine",0,0,0.0644856745625,0.00309873095403646
1,"Flavobacteriaceae","glucose_glycerol","SS","glucose","glycerol",0,0,0.00031878368125,8.46827361958004e-05
1,"Flavobacteriaceae","glucose_glycine","SA","glucose","glycine",3.09333333333333e-05,3.09333333333333e-05,0.00911233466666667,0.000283226333168699
1,"Flavobacteriaceae","glucose_ribose","SS","glucose","ribose",0,0,0.00103404343125,0.000259679832834442
1,"Flavobacteriaceae","succinate_benzoate","AA","succinate","benzoate",0.19159940625,0.023352343570264,0.0760935674375,0.00586365130415707
1,"Flavobacteriaceae","succinate_cellobiose","SA","succinate","cellobiose",4.63865e-05,4.63865e-05,0.0058774910625,0.00238579994859727
1,"Flavobacteriaceae","succinate_fructose","SA","succinate","fructose",0,0,0.0059649221875,0.00234927343432893
1,"Flavobacteriaceae","succinate_fumarate","AA","succinate","fumarate",0.033583841,0.026290501812967,0.00659072575,0.00195629225091899
1,"Flavobacteriaceae","succinate_glutamine","AA","succinate","glutamine",4.64e-05,2.67890524903986e-05,0.0745431301875,0.0047486562973486
1,"Flavobacteriaceae","succinate_glycerol","SA","succinate","glycerol",0.00011597975,5.83666115462927e-05,0.0066380064375,0.00271416651062998
1,"Flavobacteriaceae","succinate_glycine","AA","succinate","glycine",0.0373875126666667,0.0372947781297545,0.0167058439166667,0.00362311475351172
1,"Flavobacteriaceae","succinate_ribose","SA","succinate","ribose",6.95865e-05,4.44128680555159e-05,0.0074719803125,0.00276765294190565
1,"Gammaproteobacteria.7","succinate_glycerol","SA","succinate","glycerol",9.28e-05,0,0,0
1,"Lachnospiraceae","glucose_fumarate","SA","glucose","fumarate",0.003664533,0.00327487764144115,0.001098505375,0.000179781276827494
1,"Lachnospiraceae","glucose_glutamine","SA","glucose","glutamine",0,0,0.000170371,2.6759690768019e-06
1,"Lachnospiraceae","glucose_glycine","SA","glucose","glycine",0,0,0.003968549125,0.000498876303369828
1,"Lachnospiraceae","succinate_benzoate","AA","succinate","benzoate",0,0,0.000247174,1.21618457823364e-05
1,"Lachnospiraceae","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.00017722475,1.94973051022443e-06
1,"Lachnospiraceae","succinate_fructose","SA","succinate","fructose",0,0,0.000174681,3.22298257312484e-07
1,"Lachnospiraceae","succinate_fumarate","AA","succinate","fumarate",0.0013684015,0.000884491126002262,0.001187952125,0.00018909527757372
1,"Lachnospiraceae","succinate_glutamine","AA","succinate","glutamine",0.00104369625,0.000379453667345869,9.2176625e-05,2.92472391651296e-05
1,"Lachnospiraceae","succinate_glycerol","SA","succinate","glycerol",0,0,0.0001987225,7.40239206833399e-07
1,"Lachnospiraceae","succinate_glycine","AA","succinate","glycine",0.000773108333333333,0.000455543876139402,0.00290337233333333,0.000705094401039744
1,"Lachnospiraceae","succinate_ribose","SA","succinate","ribose",0,0,0.0002005955,3.52391168778863e-06
1,"Micrococcaceae","glucose_benzoate","SA","glucose","benzoate",0,0,9.27795916666667e-05,2.56633298580072e-06
1,"Micrococcaceae","glucose_glutamine","SA","glucose","glutamine",0,0,0.000170371,2.6759690768019e-06
1,"Micrococcaceae","succinate_benzoate","AA","succinate","benzoate",0,0,0.00010132925,3.58356312298798e-06
1,"Micrococcaceae","succinate_glutamine","AA","succinate","glutamine",0,0,0.0001821685,6.70250272286405e-06
1,"Moraxellaceae","glucose_benzoate","SA","glucose","benzoate",0.00030151225,0.000183114099329887,0.0036910709375,0.000605542984058581
1,"Moraxellaceae","glucose_cellobiose","SS","glucose","cellobiose",0.000278319,0.00016509076344595,0.0008267970625,8.30374340516306e-05
1,"Moraxellaceae","glucose_fructose","SS","glucose","fructose",0,0,0.0017440879375,0.000107907476709659
1,"Moraxellaceae","glucose_fumarate","SA","glucose","fumarate",0.03817608325,0.0154250025203247,0.2268531505625,0.00617168944436802
1,"Moraxellaceae","glucose_glutamine","SA","glucose","glutamine",0.000765384,0.000365979176827726,0.003935340875,0.000689716119229576
1,"Moraxellaceae","glucose_glycerol","SS","glucose","glycerol",4.63865e-05,4.63865e-05,0.0002282286,4.01909062080891e-05
1,"Moraxellaceae","glucose_glycine","SA","glucose","glycine",0.000618504666666667,0.000525704666666667,0.00188660858333333,0.000505592384133333
1,"Moraxellaceae","glucose_ribose","SS","glucose","ribose",2.32e-05,2.32e-05,0.001618099375,9.48323689434799e-05
1,"Moraxellaceae","succinate_benzoate","AA","succinate","benzoate",0.00173949375,0.000266133490312154,0.1517637373125,0.0417472743999567
1,"Moraxellaceae","succinate_cellobiose","SA","succinate","cellobiose",0.001020503,0.000251230471637764,0.1054476023125,0.0296602275326709
1,"Moraxellaceae","succinate_fructose","SA","succinate","fructose",0.00095092325,0.00028688465865407,0.104871453125,0.0292181144209145
1,"Moraxellaceae","succinate_fumarate","AA","succinate","fumarate",0.34019853425,0.0243171719097166,0.322504159,0.024292617477943
1,"Moraxellaceae","succinate_glutamine","AA","succinate","glutamine",0.22390759825,0.0175609277798915,0.1144456729375,0.0312860390313846
1,"Moraxellaceae","succinate_glycerol","SA","succinate","glycerol",0.00081176375,0.000166711988233388,0.11794129875,0.0332743448066396
1,"Moraxellaceae","succinate_glycine","AA","succinate","glycine",0.316510499,0.15765168805951,0.12999338475,0.042144938367138
1,"Moraxellaceae","succinate_ribose","SA","succinate","ribose",0.00076537725,0.000186989959520725,0.1205807759375,0.0336096888847882
1,"Oxalobacteraceae","glucose_benzoate","SA","glucose","benzoate",4.63865e-05,4.63865e-05,0.00038317665625,0.000123413490903468
1,"Oxalobacteraceae","glucose_cellobiose","SS","glucose","cellobiose",0.000185546,0,0,0
1,"Oxalobacteraceae","glucose_fructose","SS","glucose","fructose",2.32e-05,2.32e-05,4.864011875e-05,1.54000763236643e-05
1,"Oxalobacteraceae","glucose_fumarate","SA","glucose","fumarate",0.01043696075,0.00462727052200374,0.0005349299375,8.28690336379976e-05
1,"Oxalobacteraceae","glucose_glutamine","SA","glucose","glutamine",0.06946377225,0.0193102822678548,0.0157625946875,0.00378737736194254
1,"Oxalobacteraceae","glucose_glycerol","SS","glucose","glycerol",2.32e-05,2.32e-05,0.000959004875,0.000238513624941216
1,"Oxalobacteraceae","glucose_glycine","SA","glucose","glycine",0.000123706333333333,8.18163950976684e-05,0.000234984416666667,5.80027461904017e-05
1,"Oxalobacteraceae","glucose_ribose","SS","glucose","ribose",0,0,0.0012234375625,7.21909174357579e-05
1,"Oxalobacteraceae","succinate_benzoate","AA","succinate","benzoate",0,0,0.002691302375,0.000475488928092617
1,"Oxalobacteraceae","succinate_cellobiose","SA","succinate","cellobiose",0.065868819,0.00589735118173093,0.0016300569375,0.000341316931667335
1,"Oxalobacteraceae","succinate_fructose","SA","succinate","fructose",0.04415994075,0.0248761665518674,0.0016581390625,0.000336088423808558
1,"Oxalobacteraceae","succinate_fumarate","AA","succinate","fumarate",0.00071899075,0.000658595738273408,0.0018862045,0.000285910761583925
1,"Oxalobacteraceae","succinate_glutamine","AA","succinate","glutamine",0.00011596625,6.957975e-05,0.01848903825,0.00403623252283756
1,"Oxalobacteraceae","succinate_glycerol","SA","succinate","glycerol",2.32e-05,2.32e-05,0.00285393975,0.000445182394408269
1,"Oxalobacteraceae","succinate_glycine","AA","succinate","glycine",0,0,0.00223539633333333,0.000479045012530491
1,"Oxalobacteraceae","succinate_ribose","SA","succinate","ribose",0.00204100575,0.00170603106711779,0.003155401,0.000374041913141384
1,"Paenibacillaceae","glucose_fumarate","SA","glucose","fumarate",0.0021801655,0.000403500341086494,1.41732e-05,6.3400433655917e-06
1,"Paenibacillaceae","glucose_glutamine","SA","glucose","glutamine",0.001669914,0,0,0
1,"Paenibacillaceae","glucose_glycine","SA","glucose","glycine",0.0026904165,0.0013915945,0,0
1,"Paenibacillaceae","succinate_fumarate","AA","succinate","fumarate",0,0,5.94209e-05,1.5433699200127e-06
1,"Paenibacillaceae","succinate_glycerol","SA","succinate","glycerol",0.000402016333333333,0.000111499269492874,0,0
1,"Pseudomonadaceae","glucose_benzoate","SA","glucose","benzoate",0.51755728775,0.0138492164862214,0.24895381775,0.0123213099341869
1,"Pseudomonadaceae","glucose_cellobiose","SS","glucose","cellobiose",0.0012524355,0.000398132026459084,0.0083456040625,0.00199663644914403
1,"Pseudomonadaceae","glucose_fructose","SS","glucose","fructose",0.00071899075,0.000127738460595843,0.008291306875,0.00194401548443049
1,"Pseudomonadaceae","glucose_fumarate","SA","glucose","fumarate",0.28703961375,0.0461848759294672,0.2305355358125,0.00637834017607954
1,"Pseudomonadaceae","glucose_glutamine","SA","glucose","glutamine",0.16689859925,0.0484447786889834,0.252478490625,0.00732212431996741
1,"Pseudomonadaceae","glucose_glycerol","SS","glucose","glycerol",0.002435291,0.00156452730465632,0.0156128258125,0.00236811531799598
1,"Pseudomonadaceae","glucose_glycine","SA","glucose","glycine",0.101339023666667,0.0500209683323696,0.300128602083333,0.00922097032189214
1,"Pseudomonadaceae","glucose_ribose","SS","glucose","ribose",0.058910852,0.0573649020655214,0.0362235399375,0.0062123212097872
1,"Pseudomonadaceae","succinate_benzoate","AA","succinate","benzoate",0.74897949725,0.0313100317372874,0.4525216166875,0.0407266487706213
1,"Pseudomonadaceae","succinate_cellobiose","SA","succinate","cellobiose",0.1375823365,0.018868870978643,0.1346880115,0.0238270456413535
1,"Pseudomonadaceae","succinate_fructose","SA","succinate","fructose",0.0971797015,0.0533913764110712,0.1326608673125,0.0234190387835974
1,"Pseudomonadaceae","succinate_fumarate","AA","succinate","fumarate",0.4333426105,0.0243924155524803,0.342556843125,0.022151975366497
1,"Pseudomonadaceae","succinate_glutamine","AA","succinate","glutamine",0.3247518325,0.0164927519666402,0.4018040765,0.0293610585874461
1,"Pseudomonadaceae","succinate_glycerol","SA","succinate","glycerol",0.060859078,0.0248668808440717,0.1592659313125,0.0272876025761706
1,"Pseudomonadaceae","succinate_glycine","AA","succinate","glycine",0.398459968666667,0.0877363191730157,0.478754626666667,0.0417671505661945
1,"Pseudomonadaceae","succinate_ribose","SA","succinate","ribose",0.1784024495,0.0325495925644224,0.182790419625,0.0284354177530499
1,"Rhizobiaceae","glucose_benzoate","SA","glucose","benzoate",2.32e-05,2.32e-05,0.0016099786875,0.00024874465865362
1,"Rhizobiaceae","glucose_cellobiose","SS","glucose","cellobiose",4.63865e-05,4.63865e-05,0.0008602151875,6.15607732382683e-05
1,"Rhizobiaceae","glucose_fructose","SS","glucose","fructose",0,0,0.00093755075,7.55930306063606e-05
1,"Rhizobiaceae","glucose_fumarate","SA","glucose","fumarate",0.002852776,0.001575943776608,0.00467120975,0.000552232242481756
1,"Rhizobiaceae","glucose_glutamine","SA","glucose","glutamine",0.00062621775,0.000249439782586357,0.044018991875,0.00584079220552111
1,"Rhizobiaceae","glucose_glycerol","SS","glucose","glycerol",0,0,0.0006323006875,4.53671482025374e-05
1,"Rhizobiaceae","glucose_glycine","SA","glucose","glycine",0.000494789333333333,0.00032727238184186,0.0235293064166667,0.00165448722509234
1,"Rhizobiaceae","glucose_ribose","SS","glucose","ribose",0,0,0.0064812895625,0.00182070203180255
1,"Rhizobiaceae","succinate_benzoate","AA","succinate","benzoate",0.0005102515,0.000171483723884853,0.137079870625,0.0204078196610232
1,"Rhizobiaceae","succinate_cellobiose","SA","succinate","cellobiose",0.000556638,0.00018937209325602,0.096781839625,0.014625575572552
1,"Rhizobiaceae","succinate_fructose","SA","succinate","fructose",0.00067260425,0.000381339163016855,0.095447839,0.0144122803511389
1,"Rhizobiaceae","succinate_fumarate","AA","succinate","fumarate",0.0144262065,0.00976062553623444,0.0824882220625,0.0119617459650951
1,"Rhizobiaceae","succinate_glutamine","AA","succinate","glutamine",0.33059653025,0.0191193957350463,0.14788091975,0.0159451600374962
1,"Rhizobiaceae","succinate_glycerol","SA","succinate","glycerol",0.00044067175,0.000166711988233388,0.108546038375,0.0163228211285272
1,"Rhizobiaceae","succinate_glycine","AA","succinate","glycine",0.128490583666667,0.0654654807498548,0.142565970833333,0.0203706620545604
1,"Rhizobiaceae","succinate_ribose","SA","succinate","ribose",0.00037109875,0.000119764199541137,0.1158523860625,0.0165153669746278
1,"Sphingobacteriaceae","glucose_benzoate","SA","glucose","benzoate",6.957975e-05,6.957975e-05,0.0018629358875,0.00046244651881212
1,"Sphingobacteriaceae","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.0009415063,0.0001522943837984
