"Inoculum","ESV","CS_duo","CS_type_duo","CS1","CS2","ab_obs_mean","ab_obs_se","ab_pred_mean","ab_pred_se"
1,"Brevundimonas.1","glucose_cellobiose","SS","glucose","cellobiose",0,0,4.502415e-05,4.88114789265804e-07
1,"Brevundimonas.1","glucose_fructose","SS","glucose","fructose",0,0,4.4387375e-05,8.07325045546512e-08
1,"Brevundimonas.1","glucose_fumarate","SA","glucose","fumarate",0,0,3.6725925e-05,1.68966083258348e-07
1,"Brevundimonas.1","glucose_glutamine","SA","glucose","glutamine",0,0,4.7352875e-05,1.16376283550029e-06
1,"Brevundimonas.1","glucose_glycerol","SS","glucose","glycerol",0,0,5.0396975e-05,1.84670428850065e-07
1,"Brevundimonas.1","glucose_glycine","SA","glucose","glycine",0,0,5.45547666666667e-05,7.3256260786669e-07
1,"Brevundimonas.1","glucose_ribose","SS","glucose","ribose",0,0,5.086335e-05,8.78461361794967e-07
1,"Brevundimonas.3","glucose_glutamine","SA","glucose","glutamine",0,0,9.2830125e-05,1.34442021851738e-06
1,"Brevundimonas.3","succinate_benzoate","AA","succinate","benzoate",0,0,0.00113054125,0.000366328624692695
1,"Brevundimonas.3","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.000771754375,0.000246833546019445
1,"Brevundimonas.3","succinate_fructose","SA","succinate","fructose",0,0,0.000759355875,0.000242724611176979
1,"Brevundimonas.3","succinate_fumarate","AA","succinate","fumarate",0,0,0.0006142627375,0.000196225187395147
1,"Brevundimonas.3","succinate_glutamine","AA","succinate","glutamine",0,0,0.00069352787,0.000230038211153968
1,"Brevundimonas.3","succinate_glycerol","SA","succinate","glycerol",0,0,0.000877897875,0.000280788188806174
1,"Brevundimonas.3","succinate_glycine","AA","succinate","glycine",0.000278319,0.000278319,0.00048126725,0.000226425950114947
1,"Brevundimonas.3","succinate_ribose","SA","succinate","ribose",0,0,0.000887414375,0.000284238145789189
1,"Brevundimonas.4","glucose_benzoate","SA","glucose","benzoate",0,0,2.3857025e-05,5.19428019355586e-07
1,"Brevundimonas.4","succinate_benzoate","AA","succinate","benzoate",0,0,0.000193735242857143,5.98483896363527e-05
1,"Brevundimonas.4","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.00022592025,2.44044877618168e-06
1,"Brevundimonas.4","succinate_fructose","SA","succinate","fructose",0,0,0.000222737,4.03686966183779e-07
1,"Brevundimonas.4","succinate_fumarate","AA","succinate","fumarate",0,0,0.00018440525,8.45795520501266e-07
1,"Brevundimonas.4","succinate_glutamine","AA","succinate","glutamine",0,0,0.00023755925,5.81586579073429e-06
1,"Brevundimonas.4","succinate_glycerol","SA","succinate","glycerol",0,0,0.000252771,9.22437983461944e-07
1,"Brevundimonas.4","succinate_glycine","AA","succinate","glycine",0,0,0.000273532666666667,3.65662058615755e-06
1,"Brevundimonas.4","succinate_ribose","SA","succinate","ribose",0,0,0.0002550995,4.38732124992006e-06
1,"Brucella","glucose_glycine","SA","glucose","glycine",0,0,0.00329502425,5.53161532637242e-05
1,"Brucella","succinate_glycine","AA","succinate","glycine",0,0,0.00354057125,0.000139640831595069
1,"Burkholderia-Paraburkholderia.1","succinate_glycerol","SA","succinate","glycerol",9.28e-05,0,0,0
1,"Cellulomonadaceae","glucose_glycine","SA","glucose","glycine",0,0,7.8452975e-05,1.31705175826857e-06
1,"Cellulomonadaceae","succinate_glycine","AA","succinate","glycine",0,0,8.4299325e-05,3.32477652290972e-06
1,"Chryseobacterium.1","glucose_fumarate","SA","glucose","fumarate",0,0,0.00162325466666667,0.000306578181292515
1,"Chryseobacterium.1","succinate_benzoate","AA","succinate","benzoate",0.000185546,0,0,0
1,"Chryseobacterium.1","succinate_fumarate","AA","succinate","fumarate",0.0324473515,0.0257926242994593,0.0012772659375,0.000305802746520224
1,"Chryseobacterium.1","succinate_glycerol","SA","succinate","glycerol",9.28e-05,0,0,0
1,"Chryseobacterium.15","glucose_benzoate","SA","glucose","benzoate",0,0,0.000223457,3.89412512639232e-06
1,"Chryseobacterium.15","succinate_benzoate","AA","succinate","benzoate",0,0,0.00024081275,9.87605965939014e-06
1,"Chryseobacterium.3","succinate_benzoate","AA","succinate","benzoate",0,0,0.00062559675,3.0015041488602e-05
1,"Chryseobacterium.3","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.00045184075,4.88070014401963e-06
1,"Chryseobacterium.3","succinate_fructose","SA","succinate","fructose",0,0,0.00044547375,8.07325045546497e-07
1,"Chryseobacterium.3","succinate_fumarate","AA","succinate","fumarate",0,0,0.00036881075,1.69167083948583e-06
1,"Chryseobacterium.3","succinate_glutamine","AA","succinate","glutamine",0,0,0.00047511875,1.16317555236731e-05
1,"Chryseobacterium.3","succinate_glycerol","SA","succinate","glycerol",0,0,0.00050554175,1.84507417985475e-06
1,"Chryseobacterium.3","succinate_glycine","AA","succinate","glycine",0,0,0.000547065333333333,7.31376110113287e-06
1,"Chryseobacterium.3","succinate_ribose","SA","succinate","ribose",0,0,0.00051019925,8.77488369699754e-06
1,"Chryseobacterium.7","glucose_glycine","SA","glucose","glycine",0,0,3.6950875e-05,6.47535716357278e-07
1,"Chryseobacterium.7","succinate_fumarate","AA","succinate","fumarate",9.28e-05,0,0,0
1,"Chryseobacterium.7","succinate_glycine","AA","succinate","glycine",0,0,3.9838725e-05,1.64343825377114e-06
1,"Chryseobacterium.8","glucose_benzoate","SA","glucose","benzoate",0,0,0.00016401789,2.6468624297901e-05
1,"Chryseobacterium.8","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.000137692,1.46503521004332e-06
1,"Chryseobacterium.8","glucose_fructose","SS","glucose","fructose",0,0,0.000135781,2.42455837903178e-07
1,"Chryseobacterium.8","glucose_fumarate","SA","glucose","fumarate",0,0,0.00036454190625,7.25855035819202e-05
1,"Chryseobacterium.8","glucose_glutamine","SA","glucose","glutamine",0,0,0.0022251879375,0.000466584431751715
1,"Chryseobacterium.8","glucose_glycerol","SS","glucose","glycerol",0,0,0.000153783,5.51905336085817e-07
1,"Chryseobacterium.8","glucose_glycine","SA","glucose","glycine",0,0,0.000166185,2.18095667082132e-06
1,"Chryseobacterium.8","glucose_ribose","SS","glucose","ribose",0,0,0.00015517375,2.6226329764507e-06
1,"Chryseobacterium.8","succinate_benzoate","AA","succinate","benzoate",0.0056127655,0.00383196594459166,0.0078355521875,0.00347521602025074
1,"Chryseobacterium.8","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.010608217875,0.00396635759649386
1,"Chryseobacterium.8","succinate_fructose","SA","succinate","fructose",0,0,0.010437524,0.00390077500324531
1,"Chryseobacterium.8","succinate_fumarate","AA","succinate","fumarate",0.0010900895,0.000507251272328698,0.0045732005625,0.00187797132690595
1,"Chryseobacterium.8","succinate_glutamine","AA","succinate","glutamine",0,0,0.0079550065,0.00258666194493858
1,"Chryseobacterium.8","succinate_glycerol","SA","succinate","glycerol",0,0,0.012069804875,0.00451115862293696
1,"Chryseobacterium.8","succinate_glycine","AA","succinate","glycine",0.000834957,0.000834957,0.0066178505,0.00343152767724612
1,"Chryseobacterium.8","succinate_ribose","SA","succinate","ribose",0,0,0.012200900625,0.00456549010975764
1,"Citrobacter","glucose_benzoate","SA","glucose","benzoate",0.00062621775,0.000231545623166859,0.0663826766875,0.00197862881750237
1,"Citrobacter","glucose_cellobiose","SS","glucose","cellobiose",0.11074775025,0.00179908444712917,0.105363319125,0.00152565477099045
1,"Citrobacter","glucose_fructose","SS","glucose","fructose",0.11290472225,0.00235157092009091,0.1055039205,0.00146564215655056
1,"Citrobacter","glucose_fumarate","SA","glucose","fumarate",0,0,0.0420475289375,0.000767251777832878
1,"Citrobacter","glucose_glutamine","SA","glucose","glutamine",0.07477502525,0.0329211878454918,0.0519152956875,0.000975437405712884
1,"Citrobacter","glucose_glycerol","SS","glucose","glycerol",0.09822339725,0.00741887860228355,0.0535766158125,0.001072208377451
1,"Citrobacter","glucose_glycine","SA","glucose","glycine",0.162507344666667,0.00953974181660786,0.0571091565833333,0.00118951631617373
1,"Citrobacter","glucose_ribose","SS","glucose","ribose",0.0769551905,0.00918206537761162,0.06935226575,0.00459571800356801
1,"Citrobacter","succinate_benzoate","AA","succinate","benzoate",0.000649411,0.000136558158475306,0.00365678225,0.000396088690814344
1,"Citrobacter","succinate_cellobiose","SA","succinate","cellobiose",0.06294647,0.00692786050976629,0.06364870175,0.00159063737022961
1,"Citrobacter","succinate_fructose","SA","succinate","fructose",0.09377029425,0.0217902121379512,0.064425240625,0.0014914689456888
1,"Citrobacter","succinate_fumarate","AA","succinate","fumarate",0.00507932075,0.000390630151410806,0.0053118820625,0.000412727486008307
1,"Citrobacter","succinate_glutamine","AA","succinate","glutamine",0.010924019,0.00295914663533644,0.004451407375,0.000247511012137539
1,"Citrobacter","succinate_glycerol","SA","succinate","glycerol",0.05327488625,0.00461234702567443,0.002950972625,0.000644379673347236
1,"Citrobacter","succinate_glycine","AA","succinate","glycine",0.00813309833333333,0.0023727244533831,0.00223341333333333,0.000330241365743766
1,"Citrobacter","succinate_ribose","SA","succinate","ribose",0.00034789875,0.000153262755606929,0.0193122150625,0.00495509455688677
1,"Citrobacter.1","glucose_ribose","SS","glucose","ribose",0,0,0.00081544875,1.2722577971039e-05
1,"Citrobacter.1","succinate_ribose","SA","succinate","ribose",0,0,0.00087150425,3.18430370289828e-05
1,"Comamonadaceae.1","glucose_fumarate","SA","glucose","fumarate",0,0,0.0009621455,0.000236299255688629
1,"Comamonadaceae.1","succinate_fumarate","AA","succinate","fumarate",0.02136097975,0.00413167574953709,0.0005042776875,0.000177032455080411
1,"Comamonas","glucose_fumarate","SA","glucose","fumarate",0,0,0.000112102,1.27988202581332e-06
1,"Comamonas","succinate_fumarate","AA","succinate","fumarate",9.2773e-05,9.2773e-05,2.9399625e-05,1.31662875474559e-05
1,"Comamonas.1","glucose_benzoate","SA","glucose","benzoate",0.000185546,0,0,0
1,"Comamonas.1","glucose_fumarate","SA","glucose","fumarate",0.000278319,0,0,0
1,"Comamonas.1","glucose_glycine","SA","glucose","glycine",0,0,0.00237992025,0.000621105670797845
1,"Comamonas.1","succinate_glutamine","AA","succinate","glutamine",0.000371092,0,0,0
1,"Comamonas.1","succinate_glycine","AA","succinate","glycine",0,0,0.002559210625,0.000671089707972253
1,"Delftia","glucose_benzoate","SA","glucose","benzoate",0,0,0.000286201,6.23148354460369e-06
1,"Delftia","glucose_fructose","SS","glucose","fructose",0,0,4.86905e-05,6.70021401399488e-07
1,"Delftia","glucose_fumarate","SA","glucose","fumarate",0,0,0.00124014808333333,8.8330741166751e-05
1,"Delftia","glucose_glutamine","SA","glucose","glutamine",0,0,0.0105007513125,0.000837016633642649
1,"Delftia","glucose_glycine","SA","glucose","glycine",0,0,0.00158589308333333,0.000338378161348442
1,"Delftia","glucose_ribose","SS","glucose","ribose",0,0,0.00072058025,1.13652133458125e-05
1,"Delftia","succinate_benzoate","AA","succinate","benzoate",0,0,0.0087283321875,0.00138270871545549
1,"Delftia","succinate_cellobiose","SA","succinate","cellobiose",0,0,0.0060818564375,0.000966992416193008
1,"Delftia","succinate_fructose","SA","succinate","fructose",0,0,0.006003391,0.000952226607490058
1,"Delftia","succinate_fumarate","AA","succinate","fumarate",0,0,0.005881035375,0.000797570217854912
1,"Delftia","succinate_glutamine","AA","succinate","glutamine",0,0,0.0175913119375,0.00132219933971528
1,"Delftia","succinate_glycerol","SA","succinate","glycerol",0,0,0.006858238875,0.00108574185255348
1,"Delftia","succinate_glycine","AA","succinate","glycine",0,0,0.00917254483333333,0.00141343343554583
1,"Delftia","succinate_ribose","SA","succinate","ribose",0,0,0.0071193834375,0.00110080142109496
1,"Delftia.1","glucose_benzoate","SA","glucose","benzoate",2.32e-05,2.32e-05,0.001045968875,0.000109488535559927
1,"Delftia.1","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.0005524779375,6.40462647708324e-05
1,"Delftia.1","glucose_fructose","SS","glucose","fructose",0,0,0.000487420166666667,6.01918701252536e-05
1,"Delftia.1","glucose_fumarate","SA","glucose","fumarate",0.008187216,0.00149177836795031,0.0052681498125,0.00092085397253126
1,"Delftia.1","glucose_glutamine","SA","glucose","glutamine",2.32e-05,2.32e-05,0.076573402375,0.00459797925042123
1,"Delftia.1","glucose_glycerol","SS","glucose","glycerol",0,0,0.00034260388,5.19763896804127e-05
1,"Delftia.1","glucose_glycine","SA","glucose","glycine",0.00296874433333333,0.00146783837093602,0.00894096816666667,0.00205000027674964
1,"Delftia.1","glucose_ribose","SS","glucose","ribose",0,0,0.0014462008125,0.000335838759257515
1,"Delftia.1","succinate_benzoate","AA","succinate","benzoate",0.00085815,0.000768183159730477,0.056466156375,0.0145225185187118
1,"Delftia.1","succinate_cellobiose","SA","succinate","cellobiose",9.2773e-05,9.2773e-05,0.040073443125,0.0104927930581464
1,"Delftia.1","succinate_fructose","SA","succinate","fructose",0,0,0.0393990545625,0.01034488715314
1,"Delftia.1","succinate_fumarate","AA","succinate","fumarate",0.0028527695,0.000625071116898109,0.0375892339375,0.00860514442900338
1,"Delftia.1","succinate_glutamine","AA","succinate","glutamine",0.000834957,0.000342967447769707,0.1231357110625,0.0114956151971662
1,"Delftia.1","succinate_glycerol","SA","succinate","glycerol",0,0,0.04467703825,0.0117168991471058
1,"Delftia.1","succinate_glycine","AA","succinate","glycine",0.066270835,0.0624208082065143,0.0577183375,0.0148026025266729
1,"Delftia.1","succinate_ribose","SA","succinate","ribose",0.00097413,0.000557274767782764,0.0463040268125,0.0118233328652916
1,"Elizabethkingia.1","glucose_glycine","SA","glucose","glycine",0,0,0.00014776025,2.58943804634004e-06
1,"Elizabethkingia.1","succinate_glycine","AA","succinate","glycine",0,0,0.0001593085,6.57175706464159e-06
1,"Elizabethkingia.2","glucose_benzoate","SA","glucose","benzoate",0.00013916625,0.000110421011613412,0.0495629361875,0.00286836787892911
1,"Elizabethkingia.2","glucose_cellobiose","SS","glucose","cellobiose",0,0,0.000287022475,6.2886991881862e-05
1,"Elizabethkingia.2","glucose_fructose","SS","glucose","fructose",0,0,0.0004541063375,8.78793084857588e-05
1,"Elizabethkingia.2","glucose_fumarate","SA","glucose","fumarate",0,0,0.0004288662125,8.45243132778285e-05
1,"Elizabethkingia.2","glucose_glutamine","SA","glucose","glutamine",0,0,0.0486241515625,0.0021714206775417
1,"Elizabethkingia.2","glucose_glycerol","SS","glucose","glycerol",0,0,0.00028033793125,6.80710186257753e-05
1,"Elizabethkingia.2","glucose_glycine","SA","glucose","glycine",0,0,0.00700989391666667,0.000221473066247393
1,"Elizabethkingia.2","glucose_ribose","SS","glucose","ribose",0,0,0.00083629849375,0.000189154400204334
1,"Elizabethkingia.2","succinate_benzoate","AA","succinate","benzoate",0.14625661025,0.0197141136231636,0.0541016658125,0.00319071150448416
1,"Elizabethkingia.2","succinate_cellobiose","SA","succinate","cellobiose",4.63865e-05,4.63865e-05,0.0004604220625,5.68352588763839e-05
1,"Elizabethkingia.2","succinate_fructose","SA","succinate","fructose",0,0,0.0006347918125,8.77172256813154e-05
1,"Elizabethkingia.2","succinate_fumarate","AA","succinate","fumarate",0,0,0.000574346375,8.47799782637816e-05
1,"Elizabethkingia.2","succinate_glutamine","AA","succinate","glutamine",4.64e-05,2.67890524903986e-05,0.0519505765,0.00247099082443969
1,"Elizabethkingia.2","succinate_glycerol","SA","succinate","glycerol",9.277975e-05,6.56004177582925e-05,0.0004767185625,6.15895445866537e-05
1,"Elizabethkingia.2","succinate_glycine","AA","succinate","glycine",0.0290997926666667,0.0290997926666667,0.00773414308333333,0.000298487891282079
1,"Elizabethkingia.2","succinate_ribose","SA","succinate","ribose",6.95865e-05,4.44128680555159e-05,0.001073970875,0.000201584429664882
1,"Elizabethkingia.3","glucose_benzoate","SA","glucose","benzoate",0,0,0.012827876625,0.000824264084591931
1,"Elizabethkingia.3","glucose_glutamine","SA","glucose","glutamine",0,0,0.012497129,0.000716494436424788
1,"Elizabethkingia.3","glucose_glycine","SA","glucose","glycine",0,0,0.00199932408333333,9.16389892001661e-05
1,"Elizabethkingia.3","glucose_ribose","SS","glucose","ribose",0,0,0.000635806,1.00280734440869e-05
1,"Elizabethkingia.3","succinate_benzoate","AA","succinate","benzoate",0.039683644,0.00540813933821191,0.013939747,0.000906426716128893
